Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (G),Accelerometer Y (G),Accelerometer Z (G),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
429,0.34,-1.03,0.01,-0.14,0.03,1.02,,,
430,0.04,-1.27,0.01,-0.14,0.04,1.02,,,
431,0.04,-1.33,0.17,-0.14,0.03,1.01,,,
432,-0.02,0.2,0.05,-0.13,0.04,1.02,,,
433,-0.36,1.07,-0.09,-0.13,0.04,1.02,,,
434,0.05,0.48,0.04,-0.14,0.04,1.02,,,
435,-0.28,0.3,0.13,-0.13,0.04,1.02,,,
436,-0.12,0.06,0.13,-0.13,0.03,1.02,,,
437,-0.09,0.18,-0.12,-0.14,0.03,1.02,,,
438,0.11,0.29,0.03,-0.13,0.03,1.02,,,
439,-0.18,0.58,-0.06,-0.13,0.04,1.02,,,
440,0.08,0.33,-0.01,-0.14,0.03,1.02,,,
441,-0.03,0.41,0,-0.13,0.03,1.03,,,
442,-0.09,1.29,-0.03,-0.13,0.04,1.02,,,
443,-0.31,2.81,-0.16,-0.13,0.03,1.02,,,
444,-0.37,0.95,0.01,-0.14,0.04,1.03,,,
445,0.1,-1.35,0,-0.14,0.03,1.02,,,
446,-0.01,-1.36,0.1,-0.13,0.03,1.02,,,
447,0.14,-0.14,0.2,-0.13,0.03,1.02,,,
448,0.24,-0.4,-0.06,-0.14,0.03,1.02,,,
449,0.24,-0.19,0.3,-0.14,0.03,1.03,,,
450,-0.04,-0.93,0.13,-0.14,0.04,1.02,,,
451,-0.01,-1.34,0.14,-0.14,0.04,1.02,,,
452,0.27,-0.94,0.1,-0.14,0.04,1.02,,,
453,0.11,-0.1,0.17,-0.14,0.04,1.02,,,
454,-0.06,-0.11,-0.1,-0.14,0.03,1.02,,,
455,-0.12,0.37,0.07,-0.14,0.03,1.02,,,
456,0,1.49,-0.12,-0.13,0.03,1.01,,,
457,-0.02,2.24,-0.31,-0.14,0.03,1.02,,,
458,-0.21,1.39,-0.41,-0.14,0.04,1.03,,,
459,0.33,0.64,-0.16,-0.14,0.04,1.02,,,
460,0.17,-0.87,-0.1,-0.14,0.03,1.02,,,
461,0.35,-2.54,-0.12,-0.14,0.04,1.02,,,
462,0.25,-1.91,0.23,-0.13,0.03,1.02,,,
463,0.18,-0.06,-0.06,-0.13,0.04,1.02,,,
464,0.05,0.19,0.06,-0.13,0.03,1.02,,,
465,-0.04,0.32,0.01,-0.13,0.03,1.02,,,
466,0.33,0.55,-0.03,-0.14,0.03,1.02,,,
467,-0.14,0.56,0.1,-0.14,0.04,1.02,,,
468,-0.34,-0.29,0.04,-0.14,0.03,1.02,,,
469,0.14,0.09,0.25,-0.14,0.03,1.02,,,
470,-0.12,0.71,-0.03,-0.13,0.03,1.03,,,
471,0.2,0.35,-0.05,-0.13,0.03,1.02,,,
472,-0.18,0.22,-0.02,-0.13,0.04,1.02,,,
473,0.11,0.71,0,-0.13,0.03,1.02,,,
474,0.01,0.32,0.11,-0.13,0.04,1.02,,,
475,-0.13,-0.43,0.04,-0.14,0.03,1.02,,,
476,-0.05,-0.56,0.26,-0.14,0.04,1.02,,,
477,0.05,-0.19,0.01,-0.13,0.03,1.02,,,
478,-0.12,0.23,0.28,-0.14,0.03,1.02,,,
479,-0.03,0.48,0.3,-0.13,0.03,1.02,,,
480,0.03,0.45,0.04,-0.13,0.04,1.03,,,
481,0.08,-0.05,-0.03,-0.13,0.03,1.02,,,
482,0,-0.33,0.04,-0.14,0.03,1.01,,,
483,0.07,-0.26,0.2,-0.13,0.03,1.02,,,
484,0.09,-0.18,0.04,-0.13,0.03,1.02,,,
485,0.2,0.43,0.27,-0.14,0.03,1.02,,,
486,0.05,0.67,0,-0.14,0.03,1.02,,,
487,0.1,0.43,-0.25,-0.13,0.03,1.02,,,
488,-0.2,-0.11,0.1,-0.14,0.03,1.02,,,
489,-0.01,-0.1,0.16,-0.13,0.04,1.02,,,
490,-0.17,0.42,0.19,-0.13,0.04,1.02,,,
491,0.01,0.87,-0.1,-0.13,0.03,1.02,,,
492,-0.03,0.62,0.12,-0.14,0.04,1.02,,,
493,-0.1,0.65,0.01,-0.14,0.03,1.02,,,
494,-0.01,0.41,0.18,-0.14,0.04,1.02,,,
495,-0.16,0.38,-0.12,-0.14,0.04,1.02,,,
496,0.17,0.51,-0.06,-0.14,0.04,1.02,,,
497,0.07,0,-0.17,-0.14,0.04,1.02,,,
498,-0.09,-0.33,0.18,-0.14,0.03,1.02,,,
499,0.17,-0.49,0.12,-0.14,0.03,1.02,,,
500,-0.32,-0.32,-0.07,-0.14,0.04,1.02,,,
501,0.01,0.32,0.09,-0.14,0.03,1.01,,,
502,0.18,0.16,-0.17,-0.14,0.03,1.02,,,
503,0.19,-0.71,-0.06,-0.14,0.03,1.02,,,
504,0.04,-0.87,0.11,-0.13,0.04,1.02,,,
505,0.24,-0.65,0.15,-0.13,0.03,1.02,,,
506,0.11,-0.56,0.14,-0.13,0.04,1.02,,,
507,0.07,-0.37,0.21,-0.14,0.04,1.02,,,
508,0.29,0.21,0.04,-0.13,0.04,1.02,,,
509,-0.12,0.72,-0.12,-0.13,0.03,1.03,,,
510,-0.04,0.95,-0.04,-0.14,0.04,1.02,,,
511,-0.05,0.96,0.01,-0.14,0.04,1.03,,,
512,0.02,0.49,-0.3,-0.14,0.03,1.03,,,
513,-0.13,0.36,0.07,-0.13,0.03,1.02,,,
514,-0.01,1.22,0.05,-0.13,0.03,1.02,,,
515,-0.23,1.64,0.12,-0.13,0.03,1.03,,,
516,-0.18,1.13,-0.13,-0.14,0.03,1.03,,,
517,0.04,0.11,-0.28,-0.14,0.03,1.02,,,
518,0.44,-0.2,-0.07,-0.14,0.04,1.02,,,
519,0.33,-0.44,-0.32,-0.13,0.04,1.01,,,
520,0.1,-0.49,0.08,-0.13,0.03,1.02,,,
521,0.06,-0.83,0.12,-0.14,0.03,1.03,,,
522,0.12,-0.99,0,-0.14,0.03,1.02,,,
523,-0.09,-0.54,0.01,-0.14,0.03,1.02,,,
524,0.14,-0.17,-0.05,-0.13,0.03,1.02,,,
525,-0.02,-0.21,0.03,-0.14,0.03,1.03,,,
526,0.05,-0.25,0.24,-0.14,0.03,1.03,,,
527,0.08,-0.14,-0.07,-0.13,0.04,1.02,,,
528,-0.08,0.31,0.13,-0.13,0.03,1.01,,,
529,-0.31,0.25,-0.04,-0.14,0.03,1.02,,,
530,-0.12,0.2,0.08,-0.14,0.03,1.02,,,
531,0.14,0.03,-0.06,-0.14,0.03,1.02,,,
532,0.25,0.04,0.19,-0.14,0.03,1.02,,,
533,-0.02,-0.13,-0.21,-0.14,0.03,1.02,,,
534,0.21,0.32,-0.25,-0.14,0.03,1.02,,,
535,-0.04,0.71,0.07,-0.13,0.03,1.02,,,
536,-0.18,0.65,-0.05,-0.14,0.04,1.02,,,
537,0.24,0.27,-0.16,-0.14,0.03,1.02,,,
538,-0.08,-0.63,-0.05,-0.14,0.03,1.03,,,
539,0.11,-2.07,0.2,-0.14,0.03,1.02,,,
540,0.19,-2.44,0.11,-0.13,0.04,1.03,,,
541,0.22,-3.5,0.24,-0.13,0.03,1.02,,,
542,0.52,-3.48,0.33,-0.13,0.03,1.01,,,
543,0.54,-1.95,0.25,-0.13,0.04,1.02,,,
544,0.34,-1.64,0.39,-0.13,0.04,1.02,,,
545,0.64,-3.25,0.75,-0.13,0.04,1.03,,,
546,0.67,-2.65,0.46,-0.14,0.04,1.02,,,
547,0.2,-2.25,0.55,-0.13,0.03,1.02,,,
548,0,-0.71,0.49,-0.13,0.03,1.02,,,
549,-0.32,0.9,0.24,-0.13,0.04,1.02,,,
550,-0.6,2.76,0.28,-0.13,0.03,1.02,,,
551,-0.56,3.37,-0.22,-0.13,0.03,1.02,,,
552,-0.36,3.17,-0.46,-0.13,0.03,1.02,,,
553,-0.41,2.45,-0.13,-0.13,0.04,1.02,,,
554,0.01,2.79,-0.64,-0.13,0.03,1.02,,,
555,-0.12,1.57,-0.7,-0.14,0.03,1.02,,,
556,-0.09,1.25,-0.35,-0.13,0.04,1.02,,,
557,-0.25,1.09,-0.36,-0.13,0.04,1.02,,,
558,-0.22,0.52,0.05,-0.13,0.04,1.03,,,
559,-0.16,-0.55,0.3,-0.14,0.03,1.03,,,
560,0.01,-1.03,-0.06,-0.13,0.03,1.02,,,
561,0.2,-1.09,0.24,-0.13,0.04,1.03,,,
562,-0.35,-1.28,0.09,-0.13,0.03,1.02,,,
563,0.36,-1.52,0.33,-0.14,0.03,1.02,,,
564,0.35,-1.31,0.26,-0.13,0.04,1.02,,,
565,0.29,-0.81,0.27,-0.13,0.03,1.02,,,
566,0.19,-0.11,0.3,-0.13,0.04,1.02,,,
567,0.19,-0.04,0.21,-0.13,0.04,1.02,,,
568,-0.08,0.77,-0.02,-0.13,0.03,1.02,,,
569,-0.09,0.92,-0.28,-0.13,0.03,1.03,,,
570,-0.38,-0.72,-0.58,-0.11,0.03,1.03,,,
571,-0.05,-0.49,-0.58,-0.14,0.04,1.02,,,
572,0.14,0.67,-0.46,-0.14,0.03,1.02,,,
573,-0.27,0.41,0.06,-0.15,0.05,1.02,,,
574,0.19,-1.53,-0.37,-0.14,0.03,1.01,,,
575,0.36,-15.79,-7.24,-0.07,0.14,1.03,,,
576,-0.06,-20.42,-43.2,-0.06,0.06,1.09,,,
577,2.78,-20.86,-3.03,-0.35,-0.13,1.03,,,
578,-2.5,-8.7,3.23,-0.09,0.04,1.02,,,
579,-2.72,-3.18,0.87,-0.14,0.08,1.21,,,
580,4.01,0.77,-13.16,-0.2,0.1,1.12,,,
581,17.13,53.44,-9.07,-0.17,0,0.99,,,
582,31.66,158.36,3.49,-0.15,-0.04,1.01,,,
583,0.46,252.13,12.56,0.05,0.04,1.25,,,
584,-4.38,252.13,3.18,-0.14,-0.03,0.92,,,
585,-10.96,252.13,1.1,-0.46,0.16,1.02,,,
586,-4.29,147.31,-14.09,-0.51,0.05,0.38,,,
587,-4.24,46.57,-2.45,-0.76,0.15,0.99,,,
588,0.3,13.53,-0.78,-0.45,0.03,0.81,,,
589,-7.14,2.64,1.88,-0.58,0.05,0.99,,,
590,-14.7,89.58,9.19,-0.49,-0.03,1.14,,,
591,6.06,164.72,3.66,-0.78,0.03,0.82,,,
592,40.24,66.22,-30.71,-0.86,-0.24,0.46,,,
593,8.53,16.54,-51.32,-0.95,-0.14,1.24,,,
594,-55.8,-64.3,-41.83,-0.79,-0.14,1.27,,,
595,-110.22,-143.34,-25.23,-0.44,-0.08,1.04,,,
596,-132.48,-221.46,12.62,-0.57,-0.03,0.9,,,
597,-79,-248.13,37.06,-0.33,-0.11,0.43,,,
598,-17.57,-124.74,27.62,-0.47,-0.19,0.52,,,
599,50.15,-204.93,-15.44,-0.69,-0.15,0.98,,,
600,130.01,-223.81,-35.77,-0.6,0.01,0.61,,,
601,115.4,-248.13,-84.16,-0.53,-0.12,1.18,,,
602,119.58,-233.36,-111.18,-0.12,0.16,0.96,,,
603,146.12,-226.33,-81.01,0.31,0.26,0.9,,,
604,150.3,-163.46,-46.74,0.55,0.3,1.04,,,
605,98.37,-96.47,-7.33,0.87,0.29,0.71,,,
606,15.75,-85.84,34.07,0.5,0.45,1.32,,,
607,-20.53,-95.1,64.03,0.55,0.59,1.04,,,
608,-39.86,-70.78,68.07,0.44,0.34,0.73,,,
609,-28.92,-26.94,35.54,0.08,0,0.84,,,
610,-0.51,174.15,21.96,0.27,0.01,0.02,,,
611,54.23,122.99,23.6,-0.19,-0.17,0.34,,,
612,80.49,81.67,43.02,0.01,-0.04,0.72,,,
613,78.23,78.51,25.1,-0.02,0.17,1.09,,,
614,64.72,106.35,24.03,0.09,0.25,1.18,,,
615,32.39,97.88,7.09,-0.14,0.21,1.33,,,
616,-20.9,67.98,-20.74,-0.09,0.19,1.38,,,
617,-63.59,51.7,-28.67,-0.02,0.13,1.19,,,
618,-87.39,42.29,-36.28,-0.08,0.19,1.03,,,
619,-110.56,33.08,-38.55,-0.03,0.22,1.04,,,
620,-124.11,-10.9,-22.27,-0.21,0.07,1.06,,,
621,-123.42,-27.36,-19.45,-0.31,0.08,0.93,,,
622,-104.22,-29.2,-20.92,-0.12,0.06,0.85,,,
623,-73.49,16.46,-29.83,-0.04,0.07,0.92,,,
624,-43.43,33.09,-36.97,-0.04,-0.14,1.06,,,
625,-30.41,38.61,-25.04,0.02,-0.09,1.06,,,
626,-9.88,9.72,-9.26,0.03,0.01,0.95,,,
627,20.46,-12.28,3.27,0.11,0,0.86,,,
628,48.17,-10.04,25.1,0.17,0,0.99,,,
629,51.74,48.19,36.49,0,-0.02,1.08,,,
630,43.62,36.42,48.08,-0.14,0.06,1.31,,,
631,-13.16,136.68,-11.76,-0.15,0.23,1.68,,,
632,-18.12,-33.25,-12.3,0.12,-0.06,0.74,,,
633,-1.08,-12.56,-14.69,0.27,0.12,0.67,,,
634,11.96,-28.3,-4.31,0.11,0.05,0.97,,,
635,16.86,-10.49,12.52,0.29,0.02,0.9,,,
636,12.77,18.31,22.69,0.13,0.01,0.97,,,
637,3.27,27.98,27.89,-0.01,0.01,1.09,,,
638,12.84,24.53,21.26,-0.05,0.02,0.92,,,
639,30.59,30.34,15.88,-0.03,0.03,0.86,,,
640,40.74,48.9,17.32,-0.11,0,1.01,,,
641,30.78,90.65,12.44,-0.21,0.04,1.12,,,
642,6.66,78.28,6.91,-0.32,0.02,1.21,,,
643,-14.5,42.08,0.25,-0.35,0.02,1.15,,,
644,-25.74,27.48,-11.53,-0.39,0.03,1.05,,,
645,-30.96,3.73,-27.04,-0.29,0.08,0.83,,,
646,-40.33,10.07,-44.51,-0.4,-0.02,0.99,,,
647,-44.07,8.87,-46.35,-0.32,0.02,1.02,,,
648,-42.46,-0.55,-37.28,-0.29,0.03,0.99,,,
649,-23.41,-36.87,-22.62,-0.17,0.05,0.89,,,
650,4.85,-74.46,7.39,-0.08,-0.04,0.77,,,
651,32.2,-124.1,39.84,-0.18,0.18,0.87,,,
652,46.26,-103.81,19.96,-0.34,-0.04,1.02,,,
653,10.56,-28.35,-32.75,-0.31,-0.11,1.19,,,
654,-6.52,19.77,-42.01,-0.12,0.06,1.06,,,
655,-3.76,22.84,-31.69,0.07,0.1,1.06,,,
656,18.32,-18.85,-15.58,0.07,0.12,1,,,
657,43.75,-68.62,-7.67,0.11,0.11,1.08,,,
658,44.91,-84.58,-4.71,0.23,0.13,1.18,,,
659,36.02,-61.99,8.5,0.48,0.17,1.23,,,
660,22.98,-29.02,31.09,0.56,0.24,1.26,,,
661,14.33,-14.95,53.14,0.46,0.23,1.18,,,
662,17.84,-15.1,59.8,0.33,0.16,1.1,,,
663,17.27,-12.1,52.28,0.24,0.11,1.09,,,
664,21.1,-6.89,34.95,0.17,0.07,1,,,
665,26.14,14.91,16.17,0.23,0.07,0.95,,,
666,28.67,42.47,0.92,0.3,0.04,0.93,,,
667,24.07,69.35,-7.41,0.28,0.06,0.97,,,
668,9.45,77.37,-16.97,0.13,0.14,0.96,,,
669,-5.66,69.32,-26.94,0.05,0.14,1.01,,,
670,-18.86,40.71,-31.57,-0.02,0.12,1.02,,,
671,-29.8,14.74,-39.51,-0.12,0.15,0.96,,,
672,-39.85,17.42,-37.65,-0.15,0.13,0.92,,,
673,-42.76,-1.49,-17.69,-0.13,0.06,0.89,,,
674,-34.38,-22.39,10.84,-0.13,0.04,0.8,,,
675,-17.54,-4.92,30.58,-0.08,0.04,0.66,,,
676,6.14,53.21,48.25,-0.03,-0.03,0.71,,,
677,28.4,97.95,54.33,-0.22,-0.03,0.87,,,
678,48.21,67.93,54.17,-0.41,-0.03,0.96,,,
679,50.13,-8.16,63.67,-0.22,-0.02,1.13,,,
680,25.61,-14.19,73.39,-0.21,0.07,1.18,,,
681,-16.59,-2.1,68.65,-0.32,0.11,1.2,,,
682,-40.48,16.06,57.99,-0.33,0.03,0.93,,,
683,-36.6,24.75,43.91,-0.35,-0.03,0.71,,,
684,-16.44,62,22.37,-0.36,0.03,0.5,,,
685,4.57,134.8,-4.12,-0.53,0.05,0.72,,,
686,91.73,81.79,11.75,-0.28,-0.17,0.71,,,
687,60.17,134.13,13.39,-0.92,0.04,1.64,,,
688,21.83,40.38,-27.25,-0.85,0.09,1.52,,,
689,7.46,9.9,-43.02,-0.6,0.15,1.11,,,
690,14.29,15.96,-44.19,-0.36,0.13,0.82,,,
691,19.69,84.18,-38.43,-0.07,0.17,0.77,,,
692,25.01,133.21,-15.1,0,0.25,0.83,,,
693,34.78,160.05,23.33,-0.1,0.3,0.78,,,
694,-33.38,73.45,-20.51,0.14,0.06,0.61,,,
695,-70.83,69.66,-55.93,-0.58,0.22,0.98,,,
696,-11.95,-81.2,7.77,0.99,-0.05,-0.01,,,
697,-18.89,-108.24,19.23,-0.65,0.01,1.51,,,
698,-6.05,-64.54,48.39,-0.41,0.11,0.81,,,
699,-14.3,-46.74,27.59,-0.49,0.02,0.89,,,
700,-11.88,-57.15,24.48,-0.46,0.1,0.92,,,
701,-9.1,-72.31,17.04,-0.42,0.11,0.93,,,
702,-7.04,-85.78,11.65,-0.38,0.1,0.97,,,
703,-4.93,-85.07,12.53,-0.23,0.09,0.98,,,
704,-4.58,-50.09,15.55,-0.14,0.1,1.09,,,
705,-2.41,-21.76,23.22,-0.09,0.09,0.95,,,
706,-5.49,-35.78,31.97,-0.17,0.12,1.08,,,
707,-7.73,-65.84,44.59,-0.04,0.08,0.92,,,
708,-4.83,-119,59.4,-0.02,0.11,0.87,,,
709,-2.86,-220.67,56.33,-0.42,0.14,1.15,,,
710,16.94,-21.5,9.48,0.03,-0.1,-0.33,,,
711,-3.71,-24.72,-0.12,-0.32,0.08,0.95,,,
712,4.11,5.93,0.12,-0.09,0.12,0.98,,,
713,0.22,-4.71,0.13,-0.09,0.08,0.96,,,
714,-1.18,-4.39,0.07,-0.11,0.1,1.03,,,
715,0.56,0.93,-0.02,-0.11,0.1,1.01,,,
716,0.79,-0.9,0.2,-0.12,0.08,1.05,,,
717,0.72,0.23,0.26,-0.1,0.09,1.04,,,
718,0.04,1.03,-0.13,-0.1,0.09,1.03,,,
719,-0.25,1.2,-0.13,-0.11,0.09,1.02,,,
720,-0.08,0.06,-0.32,-0.12,0.09,1,,,
721,-0.38,-0.8,0.04,-0.1,0.09,1.02,,,
722,-2.67,-3.62,-0.28,-0.11,0.1,1.02,,,
723,2.23,9.16,0.3,-0.06,0.07,0.93,,,
724,-5.73,-12.68,-0.41,-0.21,0.1,1.05,,,
725,-2.05,-2.62,-0.48,-0.11,0.11,1.12,,,
726,-2.05,0.13,-0.13,-0.11,0.09,1.06,,,
727,-2.33,0.45,1.31,-0.11,0.08,1.01,,,
728,-3.15,-0.29,2.68,-0.09,0.07,0.96,,,
729,-7.64,-2,2.91,-0.11,0.08,1.01,,,
730,-5.49,0.16,-10.41,-0.25,0.04,1.03,,,
731,-10.85,-9.33,-3.49,-0.04,0.14,1.11,,,
732,-12.64,-4.99,6.23,-0.13,0.08,1.11,,,
733,-12.13,-4.07,8.44,0.02,0.07,0.85,,,
734,-8.56,-3.03,9.59,-0.05,0.06,1.02,,,
735,-4.72,-3.13,7.11,-0.02,0.04,1.04,,,
736,-2.47,-7.1,4.07,0,0.1,0.9,,,
737,1.64,1.89,-53.55,-0.66,-0.14,0.84,,,
738,0.14,1.85,-115.04,-0.33,0.04,1.06,,,
739,1.67,-2.34,-129.79,-0.26,0.18,1.05,,,
740,-1.9,-7.43,-115.52,0.07,0.14,0.88,,,
741,-6.83,-4,-101.77,-0.02,0.06,1,,,
742,-2.93,-6.52,-86.54,-0.03,0.06,1.03,,,
743,1.32,-2.77,-55.22,0.08,0.06,1.09,,,
744,2.55,2.76,-18.14,0.07,0.08,1.08,,,
745,-2.08,-1.16,6.11,-0.05,0.08,1.07,,,
746,-1.95,1.11,5.91,-0.14,0.06,1.04,,,
747,-2.8,4.29,4.4,-0.11,0.06,0.97,,,
748,-5.14,2.77,3.68,-0.14,0.05,1,,,
749,-5.63,-1.16,3.69,-0.14,0.01,0.98,,,
750,-6.91,-4.16,4.13,-0.11,0.02,0.98,,,
751,-10.66,-16.61,14.2,0.55,-0.21,1.12,,,
752,-12.94,-0.28,26.49,0.12,0.08,1.22,,,
753,-10.61,5.09,22.53,-0.33,0.31,1.04,,,
754,-13.47,1.2,19.18,-0.32,0.17,1.04,,,
755,-11.97,-1.55,1,-0.28,0.05,1.06,,,
756,-9.15,0.92,-5.3,-0.1,0.08,1.07,,,
757,-8.53,3.95,-5.95,-0.1,0.06,1.02,,,
758,-9.78,5.5,-6.57,-0.14,0.09,1.07,,,
759,-8.42,2.29,-3.34,-0.11,0.03,1.07,,,
760,-8.77,-0.57,-1.4,-0.09,-0.02,0.89,,,
761,-7.65,-4.08,-3.19,-0.21,-0.06,0.97,,,
762,-5.66,-2.82,-11.85,-0.22,-0.05,0.86,,,
763,-5.24,-8.98,-12.66,-0.12,-0.01,0.95,,,
764,-5.99,-10.57,-13.97,-0.1,0,0.99,,,
765,-5.89,-5.87,-13.61,-0.05,0,1.04,,,
766,-5.18,-4.21,-12.93,-0.08,0.02,1.12,,,
767,-1.97,0.4,-10.69,-0.03,0,1,,,
768,1.56,4.27,-6.78,-0.01,-0.08,1,,,
769,7.78,2.85,-3.32,-0.01,-0.09,1,,,
770,12.31,3.05,-1.83,0,-0.09,1.01,,,
771,14.03,4.37,-1.45,-0.03,-0.03,1.03,,,
772,14.4,4.55,-0.84,-0.05,-0.02,0.98,,,
773,9.83,0.25,-0.21,-0.11,-0.02,1.02,,,
774,7.39,1.56,-0.55,-0.08,-0.01,1.06,,,
775,5.51,2.87,-1.83,-0.12,0.01,1.06,,,
776,5.56,3.64,-1.83,-0.11,-0.01,1.03,,,
777,2.06,4.46,-2.58,-0.12,0.04,1.06,,,
778,0.12,-0.73,-20.28,-0.22,0.03,1.09,,,
779,-0.21,-1.95,-17.74,-0.04,0.04,0.98,,,
780,-2.39,-4.33,-1.22,-0.02,0.05,1,,,
781,-3.96,-5.91,0.55,-0.09,0.05,1.01,,,
782,-3.89,-8.81,-0.1,-0.12,0.04,1.07,,,
783,-1.84,-5.27,0.23,-0.1,0.01,1.05,,,
784,-2.06,2.3,1.52,-0.11,0.01,1.04,,,
785,-0.92,3.98,1.47,-0.1,0.02,1.05,,,
786,-1.59,5.07,0.95,-0.12,-0.02,1.04,,,
787,-1.06,5.03,0.92,-0.11,-0.02,1,,,
788,1.48,4.63,0.62,-0.11,-0.03,0.99,,,
789,3.36,0.93,0.67,-0.1,-0.03,0.97,,,
790,4.29,1.11,0.57,-0.09,-0.01,0.97,,,
791,3.59,1.03,0.37,-0.09,0.01,1.02,,,
792,3.75,-0.31,-0.3,-0.1,0.02,1.02,,,
793,4.48,0.2,-1.04,-0.11,0.03,1.04,,,
794,4.6,0.13,-2.23,-0.11,0.05,1.03,,,
795,4.29,-0.28,-3.68,-0.1,0.06,1.04,,,
796,2.2,0.62,-4.04,-0.08,0.03,1.02,,,
797,1.56,0,-3.03,-0.08,0.02,1.04,,,
798,2.38,-0.55,-1.45,-0.06,0.03,1.01,,,
799,2.07,-1.49,-1.23,-0.07,0.05,1.01,,,
800,0.32,-1.2,-0.85,-0.07,0.04,1.04,,,
801,-1.12,-2.13,-0.82,-0.07,0.04,1.04,,,
802,-2.35,-1.51,-0.8,-0.06,0.04,1.04,,,
803,-1.88,-1.19,-0.01,-0.05,0.01,1,,,
804,-1.01,-1.16,0.2,-0.06,0.02,1.03,,,
805,-0.33,-1.23,-0.09,-0.07,0.01,1.03,,,
806,-0.8,0.35,0.42,-0.08,0.01,1.05,,,
807,-0.61,0.12,0.79,-0.09,0.01,1.04,,,
808,-0.41,1.43,0.64,-0.1,0.02,1.04,,,
809,-0.01,0.71,0.72,-0.11,0.02,1.02,,,
810,0.14,0.32,0.3,-0.11,0.01,1.02,,,
811,0.38,-0.45,0.58,-0.11,0.01,1.01,,,
812,0.82,1.47,0.3,-0.09,0.01,1.01,,,
813,1.23,0.58,0.2,-0.1,0.02,1,,,
814,1.45,1.11,0.3,-0.1,0.02,1.02,,,
815,1.92,0.72,-0.25,-0.09,0.03,1.04,,,
816,1.77,0.55,-0.27,-0.08,0.02,1.03,,,
817,1.4,1.52,-0.51,-0.06,0.02,0.99,,,
818,-6.61,4.58,-6.9,-0.05,0.05,1.01,,,
819,-0.51,-4.25,-2.12,-0.01,0.06,1.08,,,
820,-1.84,0.93,-1.16,-0.06,0.05,1.13,,,
821,0.72,2.33,-0.4,-0.06,0,1.04,,,
822,-0.44,0.96,-0.51,-0.06,0.02,1.02,,,
823,0.94,2.35,-0.16,-0.07,0.02,1.06,,,
824,1.36,2.4,0.01,-0.09,0.01,1.05,,,
825,1.36,2.03,0.6,-0.09,0,0.92,,,
826,-0.62,2.21,0.69,-0.11,0.02,0.99,,,
827,-0.34,1.99,0.75,-0.11,0.02,1,,,
828,1.04,1.47,0.81,-0.11,0.02,0.99,,,
829,2.05,0.86,0.73,-0.11,0.03,1,,,
830,2.68,1.16,0.47,-0.12,0.05,1.03,,,
831,1.77,0.35,0.68,-0.11,0.05,1.05,,,
832,-0.52,-0.68,0.4,-0.1,0.04,1.03,,,
833,-3.53,-2.66,1.31,-0.08,0.03,1.01,,,
834,-4.33,-4.68,2.05,-0.06,0.02,1.01,,,
835,-4.6,-7.62,2.53,-0.12,0.03,1.04,,,
836,-3.41,-4.24,2.55,-0.06,0.03,1.09,,,
837,-3.48,-0.5,2.32,-0.05,0.04,1.1,,,
838,-4.05,1.07,2.26,-0.06,0.01,1.05,,,
839,-3.99,4.02,2.68,-0.07,0.02,1.08,,,
840,-3.09,8.43,2.33,-0.09,0.05,1.07,,,
841,-2.43,7.33,0.78,-0.09,0.07,1.01,,,
842,-3.23,6.73,0.57,-0.08,0.04,1.01,,,
843,-2.64,8.24,0.81,-0.1,0.04,1.04,,,
844,-2.86,5.55,1.92,-0.12,0.01,1.04,,,
845,-2.66,2.54,2.62,-0.11,0,1.02,,,
846,0.24,6.74,3.23,-0.12,0.03,1.08,,,
847,3.51,14.5,1.75,-0.13,0.06,1.12,,,
848,7.41,15.05,1.07,-0.14,0.01,1.1,,,
849,10.16,15.61,0.76,-0.14,0.01,1.05,,,
850,12.41,16.61,2.06,-0.11,-0.02,1.05,,,
851,14.07,16.64,2.89,-0.14,-0.03,1.03,,,
852,14.4,14.38,4.89,-0.17,-0.05,1.05,,,
853,13.47,13,6.47,-0.13,-0.02,0.97,,,
854,14,11.73,6.92,-0.13,0.01,0.95,,,
855,10.79,10.98,6.7,-0.13,0.01,0.95,,,
856,9.42,8.27,6.67,-0.16,0.02,1,,,
857,9.76,11.32,7.13,-0.14,0.04,1.05,,,
858,8.64,13.93,6.96,-0.12,0.02,1.05,,,
859,4.04,16.33,8.06,-0.13,0.03,1.12,,,
860,-2.69,18.93,9.88,-0.13,0.04,1.09,,,
861,-8.62,25.18,13.01,-0.13,-0.02,1.15,,,
862,-9.76,18.45,13.77,-0.15,-0.04,0.97,,,
863,-17.33,1.8,3.51,-0.29,0.08,0.93,,,
864,-12.87,0.78,-6.96,-0.16,0.01,1.1,,,
865,-6.89,6.71,-7.96,-0.04,-0.03,1.01,,,
866,-7.49,9.82,-5.61,-0.1,0.02,1.05,,,
867,-11.86,6.49,-3.35,-0.15,0.05,1.05,,,
868,-17.17,0.8,-1.58,-0.14,0,0.99,,,
869,-18.02,0.84,0.26,-0.14,-0.01,0.98,,,
870,-13.75,0.77,1.75,-0.14,-0.05,1.02,,,
871,-4.31,-5.42,3.67,-0.17,-0.08,1.03,,,
872,7.44,-2.72,5.59,-0.14,-0.09,1.08,,,
873,15.56,-1.25,7.25,-0.14,-0.06,1.07,,,
